forms_number,forms_text
13797,"EXAME PERIÓDICO;A UNIDADE DE GESTÃO DE PESSOAS/DEPARTAMENTO DE PESSOAL SOLICITA O AGENDAMENTO DO EXAME À CONTREI (PRESTADORA DO SERVIÇO DE MEDICINA DO TRABALHO -  QUE REALIZA EXAMES PERIÓDICO, ADMISSIONAL E DEMISSIONAL) POR INTERMÉDIO DO SOFTWARE SOC."
16273,"EXECUÇÃO DA FOLHA DE PAGAMENTO;OS DADOS PESSOAIS CHEGAM ATRAVÉS DE PROTOCOLO ELETRÔNICO; SÃO IMPORTANTES PARA GARANTIR O CRÉDITO DOS COLABORADORES CONFORME RELATÓRIO DA FOLHA DE PAGAMENTO; OUTRAS UNIDADES PARTICIPAM DO PROCESSO SEJA PARA ENVIO DAS INFORMAÇÕES, AUTORIZAÇÕES, CONFERÊNCIAS, PROCESSAMENTO E ARQUIVAMENTO."
23824,EXECUÇÃO DO PROGRAMA DE VOLUNTARIADO;COLETA: OS DADOS SÃO COLETADOS DIRETAMENTE DOS COLABORADORES POR MEIO DE FORMULÁRIOS OU PLATAFORMAS ONLINE.
10258,"EXECUTAR CICLO DE VERIFICAÇÃO DE ADERÊNCIA DE CONTROLES E PROCESSOS DE GESTÃO (GESTÃO DE RISCO, TESTES, PLANOS DE AÇÃO) - CONTRATOS/CONVÊNIOS/PATROCÍNIOS;PREENCHER A MATRIZ DE RISCO E VERIFICAR SE OS PROCEDIMENTOS FORAM RESPEITADOS."
23825,"EXECUTAR O PLANEJAMENTO E AÇÕES DE DESENVOLVIMENTO DA EQUIPE INTERNA;COLETA: FORMULÁRIOS INTERNOS, SISTEMAS PROTHEUS"
10231,EXECUTAR PLANO ESTRATÉGICO - MENSURAÇÃO DE RESULTADOS;A ÚNICA ALTERAÇÃO PARA 2023 É QUE AGORA O SISTEMA PARA LANÇAMENTOS DOS PROJETOS É O LEME (SISTEMA DO SEBRAE/NACIONAL).
10230,"EXECUTAR PLANO ESTRATÉGICO - MENSURAÇÃO DE RESULTADOS;O NÚCLEO É RESPONSÁVEL PELA PARTE DE PLANEJAMENTO, MONITORAMENTO E ANÁLISE DE RESULTADOS ATINGIDOS PELO SEBRAE. O NÚCLEO PRESTA SUPORTE AOS GESTORES EM SUAS INICIATIVAS E CUIDAM DOS INDICADORES DE ESTRATÉGIA DE PLANEJAMENTO JUNTO COM O APOIO DO SEBRAE/NACIONAL."
10127,"EXECUTAR TESTES DE EFETIVIDADE - COMPLIANCE;TRANSAÇÕES CRÍTICAS DE COMPLIANCE SÃO AQUELAS QUE ENVOLVEM RISCOS SIGNIFICATIVOS PARA A EMPRESA E PODEM AFETAR A SUA REPUTAÇÃO E CREDIBILIDADE, GERALMENTE SÃO MONITORADAS DE PERTO E PASSAM POR UMA SÉRIA DE VERIFICAÇÕES PARA GARANTIR QUE ESTEJAM EM CONFORMIDADE COM AS POLITICAS DA EMPRESA E COM A LEIS E REGULAMENTOS EXTERNOS. OS TESTES SÃO REALIZADOS APÓS APROVAÇÃO DO CONJUNTO DE TRANSAÇÕES PELA DIRETORIA EXECUTIVA. EM 2022 FORAM REALIZADOS TESTES NAS ÁREAS DE ATENDIMENTO, COMPRAS E LICITAÇÕES, CREDENCIADOS, FINANCEIRO, GESTÃO DE PESSOAS E CREDENCIADOS."
12546,EXPERIÊNCIAS SEBRAE;OS DADOS CHEGAM POR MEIO DO REGISTRO NO SISTEMA SAS.
8947,"EXPORTAÇÃO DE INFORMAÇÃO;ESTE PROCESSO SE TRATA DE REUTILIZAÇÃO DOS DADOS ORIUNDOS DE OUTROS PROCESSOS DA UNIDADE, COM A FINALIDADE DE CRIAÇÃO DE PAINÉIS E RELATÓRIOS GERENCIAIS PARA O ACOMPANHAMENTO DESTAS ATIVIDADES."
16397,"EXTRAÇÃO DE CUBOS DE BASES;A GERAÇÃO DAS INFORMAÇÕES ACONTECE NO RM/TOTVS. ACESSO AO MENU GESTÃO DENTRO DO NUCLEUS COM A OPÇÃO CUBO. APÓS, SELEÇÃO DOS PROCESSOS DA AUDITORIA. NO LOCAL ESTÃO DISPONÍVEIS ALGUNS SCRIPTS JÁ DESENVOLVIDOS PARA EXTRAÇÃO."
20897,EXTRAÇÃO DE CUBOS DE BASES;COLETA: OS DADOS PESSOAIS SÃO COLETADOS EM SISTEMAS INTERNOS - ERP CORPORE RM
4417,EXTRAÇÃO DE DADOS DE BASES DE DADOS;COMO OS DADOS PESSOAIS CHEGAM ATÉ VOCÊ? ESTE PROCESSO NÃO TRATA DADOS PESSOAIS. APENAS CNPJ ANONIMIZADOS.
12506,"FEIRA INTERNACIONAL DE NEGÓCIOS E INOVAÇÃO NO OIAPOQUE;O EMPREENDEDORISMO É UM MOVIMENTO DOS EMPREENDEDORES, OU MELHOR, DAQUELES QUE SE ARRISCAM PARA COMEÇAR ALGO NOVO. EM PRIMEIRO LUGAR, ESTIMULA O EMPREENDEDORISMO, ISTO É, A ABERTURA DO PRÓPRIO NEGÓCIO, A CAPACIDADE INICIATIVA, EM SEGUNDO LUGAR, DÁ FOCO NO MERCADO. SEM MERCADO, O TRABALHO DE FORTALECER E INCENTIVAR OS PEQUENOS NEGÓCIOS PERDE SENTIDO, TAMBÉM POSSIBILITA A LUCRATIVIDADE E SUSTENTABILIDADE DOS NEGÓCIOS."
28542,"FÉRIAS/ABONOS;O COLABORADOR INSERE A SUGESTÃO DE FÉRIAS NO SISTEMA DA TOTVS. O GESTOR APROVA E A UGP APROVA O PERÍODO DE GOZO. 60 DIAS ANTES DO INÍCIO DAS FÉRIAS, A UGP ENVIA UM E-MAIL AO FUNCIONÁRIO PARA QUE ELE GERE O AVISO DE FÉRIAS NO SISTEMA DA TOTVS. O COLABORADOR E O GESTOR ASSINAM ESSE AVISO E O COLABORADOR O ENCAMINHA POR E-MAIL PARA A UGP. OS AVISOS E RECIBOS DE FÉRIAS FICAM SALVOS NA PASTA DA REDE DA UGP COM ACESSO DOS MEMBROS DO SUBPROCESSO. A UGP FAZ O ENVIO DESSAS INFORMAÇÕES PARA O E-SOCIAL."
7731,"FÉRIAS;GESTÃO DE FÉRIAS CONFORME PREVISTO NA CLT E NO ACORDO COLETIVO DE TRABALHO, UTILIZANDO O SOFTWARE EXCEL E TOTVS RM."
4432,FERRAMENTA DE DIAGNÓSTICOS;COMO CHEGAM: OS DADOS CHEGAM VIA AMEI;
10892,"FESP - ABERTURA DE TURMA NO RAE;DURANTE A VIGÊNCIA DO CONTRATO REFERENTE AO PROCESSO Nº 0600/2022, ESTABELECIDO COM O FORNECEDOR FUNDAÇÃO ESCOLA DE SOCIOLOGIA E POLÍTICA DE SÃO PAULO - FESPSP, O ESCOPO ENVOLVIA A PRESTAÇÃO DE SERVIÇOS DE CONSULTORIA E INSTRUTORIA AOS GESTORES PÚBLICOS DO ESTADO DE SÃO PAULO. PARA GARANTIR O DEVIDO REGISTRO NO SISTEMA RAE, FACILITANDO INSCRIÇÕES E AGENDAMENTOS, A CONTRATADA NECESSITOU UTILIZAR OS SISTEMAS INFORMATIZADOS DO SEBRAE-SP."
9957,"FICHA DE SAÚDE DE ALUNOS | ESCOLA DO SEBRAE;A FICHA DE SAÚDE É UM DOCUMENTO NECESSÁRIO PARA COMPOR O DOSSIÊ DO ALUNO E DEVE SER PREENCHIDA PELO REPRESENTANTE LEGAL DO ESTUDANTE. A FICHA ERA EM VIA FÍSICA ATÉ O COMEÇO DE 2020 E COLETA OS DADOS PESSOAIS DE SAÚDE DO ALUNO, COM O NOME COMPLETO, DATA DE NASCIMENTO, TELEFONE, GRUPO SANGUÍNEO, FATOR RH, DIAGNÓSTICO MÉDICO, MEDICAMENTO DE USO REGULAR, DEFICIÊNCIA, CASOS DE DESMAIO OU CONVULSÃO, DOENÇA CARDÍACA, DIABETES, NOME COMPLETO E TELEFONE DA PESSOA QUE RESIDE COM O ALUNO OU QUE PODE SER O CONTATO DE EMERGÊNCIA. DEPOIS FOI UTILIZADO A OPÇÃO DE UM ARQUIVO WORD, QUE ERA ENVIADO POR E-MAIL PARA QUE O REPRESENTANTE LEGAL DO ALUNO PREENCHESSE, ASSINASSE E DEVOLVESSE DE FORMA DIGITALIZADA POR E-MAIL. A FICHA DE SAÚDE RECEBIDA POR E-MAIL ERA IMPRESSA E ARMAZENADA NO DOSSIÊ DO ALUNO. ATUALMENTE O PREENCHIMENTO DA FICHA DE SAÚDE OCORRE ATRAVÉS DO PREENCHIMENTO DE UM FORMULÁRIO ONLINE, NO MOMENTO DA MATRÍCULA ONLINE REALIZADA ATRAVÉS DO PORTAL ACADÊMICO DO RM TOTVS. APÓS O PREENCHIMENTO, A SECRETARIA GERA UM RELATÓRIO NO RM E ARQUIVA O DOCUMENTO NA PASTA DO ALUNO."
9958,"FICHA DE SAÚDE DE ALUNOS | NEJ;A FICHA DE SAÚDE É UM DOCUMENTO ESSENCIAL QUE FAZ PARTE DO DOSSIÊ DO ESTUDANTE E DEVE SER PREENCHIDA PELO REPRESENTANTE LEGAL, NO DE MENORES DE 18 ANOS, OU PELO PRÓPRIO ESTUDANTE, SE FOR MAIOR DE IDADE."
14224,"FINAN | ROPA 2024 | CONTABILIDADE;OS PROCESSOS SÃO RECEBIDOS DE FORMA FÍSICA E ELETRÔNICA POR UM PROTOCOLO E ENCAMINHADOS À UNIDADE DE FINANÇAS PARA ANÁLISE E POSTERIOR PAGAMENTO. OS PROCESSOS FÍSICOS SÃO ARQUIVADOS EM CAIXAS BOX E ARMAZENADOS NO ARQUIVO COM TRANCAS. APENAS AS INSTITUIÇÕES BANCÁRIAS TEM ACESSO A DADOS ESPECÍFICOS COMO NOME COMPLETO, CPF E DADOS BANCÁRIOS. O SISTEMA UTILIZADO PARA ARMAZENAR ESSES DADOS É O CORPORE RM E SE SUITE."
14235,FINAN | ROPA 2024 | CONVÊNIOS;DADOS SÃO RECEBIDOS DE COLABORADORES DE ÁREAS TÉCNICAS OU ENTIDADES EXTERNAS;
14204,FINAN | ROPA 2024 | TESOURARIA;CONTAS A PAGAR: CONFERE AS CERTIDÕES PRESENTES DENTRO DO PROCESSO E OS DADOS BANCÁRIOS NO SISTEMA E NA NOTA FISCAL; REALIZA O PAGAMENTO ENVIANDO DADOS  A ENTIDADE BANCÁRIA.
14270,FINAN | ROPA 2024 |ORÇAMENTOS;DADOS SÃO ORIGINADOS DE COLABORADORES DE OUTROS SETORES;
17474,FISCALIZAÇÃO DE CONTRATOS ADMINISTRATIVOS;FORNECEDOR ENCAMINHA NOTA FISCAL / BOLETO BANCÁRIO PARA PAGAMENTO DE SERVIÇOS CONTRATADOS VIA CONTRATOS FIRMADOS COM O SEBRAE.
21595,"FLICKR;A COLETA ACONTECE A PARTIR DAS FOTOGRAFIAS E VÍDEOS DAS AÇÕES DO SEBRAE PELA EMPRESA TERCEIRIZADA SOLEM FOTOGRAFIA OU MEGAFILMES OU PELA EQUIPE DA UMC. OS ARQUIVOS SÃO TRANSFERIDOS PELAS EMPRESAS ATRAVÉS DE UM HDD (MENSALEMENTE) OU ATRAVÉS DE DRIVE EM NUVEM. A SOLEM UTILIZA O ONEDRIVE E MEGAFILMES UTILIZA GOOGLE DRIVE. APÓS A ENTREGA DOS ARQUIVOS, A EMPRESA APAGA OS REGISTROS DE SEU ARMAZENAMENTO."
4434,FLUXO DE CAIXA ONLINE;A COLETA É REALIZADA NO AMEI E A FINALIDADE É REALIZAR A AUTENTICAÇÃO DO CLIENTE E GERAR DADOS ESTATÍSTICOS DE USO DA SOLUÇÃO.
127,FOLHA DE PAGAMENTO BB;1 - A ÁREA RECEBE AS INFOMAÇÕES DA UNIDADE DE RECURSOS HUMANOS EM ARQUIVO TXT;
9035,FOLHA DE PAGAMENTO BB;1 - A ÁREA RECEBE AS INFOMAÇÕES DA UNIDADE DE RECURSOS HUMANOS EM ARQUIVO TXT;
20831,FOLHA DE PAGAMENTO BB;COLETA: OS DADOS PESSOAIS SÃO COLETADOS PELA UGPCO QUE ENVIA PARA O FINANCEIRO VIA E-MAIL
7803,"FOLHA DE PAGAMENTO DOS COLABORADORES;PARA PAGAMENTO E CONTABILIZAÇÃO DA FOLHA,  A UGF RECEBE APENAS UMA CARTA ASSINADA PELA DIRETORIA CONTENDO O VALOR A SER PAGO NO DIA. AS INFORMAÇÕES DE CONTABILIZAÇÃO SÃO OBTIDAS ATRAVÉS DE INTEGRAÇÃO ATRAVÉS DO RM E DO DATASUL. A GESTÃO DE PESSOAS ENVIA DIRETO AO BANCO UM ARQUIVO (CSV) COM OS DADOS PESSOAIS DO COLABORADOR. A GESTÃO FINANCEIRA SÓ VISUALIZA O ARQUIVO SE HOUVER DIVERGÊNCIA NO VALOR QUE ESTÁ NO BANCO COM O VALOR ENVIADO NA CARTA DE APROVAÇÃO. O ARQUIVO CONTÉM O NOME COMPLETO, AGÊNCIA, NÚMERO DA CONTA, CPF E SALÁRIO. A INSTITUIÇÃO BANCÁRIA PODE FAZER RETORNO DA INFORMAÇÃO COM OS DADOS VISÍVEIS EM SEU SISTEMA DE INTERNET BANKING. APENAS AS PESSOAS DA UGF PODEM ACESSAR, COM USUÁRIO E SENHA DE ACESSO AO GERENCIADOR DO BANCO DO BRASIL. HOJE OS ACESSOS PARA VERIFICAÇÃO DOS ARQUIVOS NA UGF SÃO CONCEDIDOS A MARINA, ALINE, FERNANDO, MARCELO CARLOS E ARISTIDE."
128,FOLHA DE PAGAMENTO OUTROS BANCOS;1 - A ÁREA RECEBE AS INFOMAÇÕES DE LANÇAMENTO DO RECURSOS HUMANOS ATRAVÉS DO E-MAIL;
9036,FOLHA DE PAGAMENTO OUTROS BANCOS;1 - A ÁREA RECEBE AS INFOMAÇÕES DE LANÇAMENTO DO RECURSOS HUMANOS ATRAVÉS DO E-MAIL;
20832,FOLHA DE PAGAMENTO OUTROS BANCOS;COLETA: OS DADOS PESSOAIS SÃO COLETADOS PELA UGPCO QUE ENVIA PARA O FINANCEIRO VIA E-MAIL
126,FOLHA DE PAGAMENTO;1 - A ÁREA RECEBE AS INFOMAÇÕES DA UNIDADE DE RECURSOS HUMANOS EM ARQUIVOS PDF E XLSX E ARQUIVA NA PASTA DA UNIDADE.
9034,FOLHA DE PAGAMENTO;1 - A ÁREA RECEBE AS INFOMAÇÕES DA UNIDADE DE RECURSOS HUMANOS EM ARQUIVOS PDF E XLSX E ARQUIVA NA PASTA DA UNIDADE.
20830,FOLHA DE PAGAMENTO;1 - COLETA: A ÁREA RECEBE AS INFORMAÇÕES DA UNIDADE DE RECURSOS HUMANOS EM ARQUIVOS PDF E XLSX;
17527,"FOLHA DE PAGAMENTO;1 – RECEBE RELATÓRIOS DE EMPRESAS TERCEIRAS PARA MONTAR A FOLHA DE PARAMENTO -> RELATÓRIO DE EMPRÉSTIMOS (CAIXA, BB, SEBRAEPREV, COOPSEBRAE) RELATÓRIO COPARTICIPAÇÃO PLANO DE SAÚDE, DIÁRIAS DOS FUNCIONÁRIOS (TXT SISTEMA FINANCEIRO), CASO ENCONTRE ALGUMA ALTERAÇÃO DE CONTRIBUIÇÃO OU ALGUM OUTRO TIPO É TRATADO COMO DIVERSOS CONSIDERANDO ALTERAÇÃO NA FOLHA:"
13733,"FOLHA DE PAGAMENTO;1. EM CASO DE ADMISSÃO: A UGP SOLICITA A DOCUMENTAÇÃO AO CANDIDATO POR MEIO DE CARTA, ESSA DOCUMENTAÇÃO É ENVIADA POR E-MAIL E RECEPCIONADA PELO DEPARTAMENTO DE PESSOAL,  COM BASE NOS DOCUMENTOS É CRIADO UM CADASTRO NO TOTVS GESTÃO DE FOLHA DE PAGAMENTO, ESTANDO TUDO OK OS DOCUMENTOS SÃO SALVOS EM PASTA ARQUIVO EM PDF."
33211,FOLHA DE PAGAMENTO;1. RECEBEMOS OS DADOS PESSOAIS (NOME COMPLETO E SALÁRIO) A PARTIR DO COMPARTILHAMENTO DOS RELATÓRIOS PELO DP E ATRAVÉS DO SISTEMA ERP.
8750,FOLHA DE PAGAMENTO;1. RECEBEMOS OS DADOS PESSOAIS (NOME COMPLETO E SALÁRIO) A PARTIR DO COMPARTILHAMENTO DOS RELATÓRIOS PELO DP E ATRAVÉS DO SISTEMA ERP.
21477,"FOLHAMENTO DE PAGAMENTO PARA CUSTOS;ENCAMINHADO PELA UGP, OS DADOS SERÃO UTILIZADOS PARA MENSURAR OS CUSTOS DO SEBRAE/RO."
2432,"FORMAÇÃO DE DOSSIÊ;PARA OS ESTÁGIOS, O DOSSIÊ SERÁ ELETRÔNICO E APÓS O TÉRMINO DO CONTRATO OU A PEDIDO DO ESTAGIÁRIO, EU DOSSIÊ DIGITAL PERMANECERÁ POR 2 ANOS A CONTAR DA DATA DE ENCERRAMENTO. POR NÃO POSSUIR VÍNCULO EMPREGATÍCIO O DOSSIÊ É DESCARTADO APÓS ESTE PERÍODO."
19901,FORMALIZAÇÃO (MEI) - AGÊNCIA VALE DO AÇU;1- CLIENTE SOLICITA A FORMALIZAÇÃO (PRESENCIAL / SITE / TELEFONE / WHATSAPP)
13735,"FORMALIZAR CLIENTE - SANTANA;O CLIENTE VEM ATÉ O SEBRAE EM BUSCA DE ORIENTAÇÃO TÉCNICA, PARA FORMALIZAÇÃO EMPRESARIAL DO SEU EMPREENDIMENTO."
13123,"FORMALIZAR PARCERIAS ATRAVÉS DE CONVÊNIOS;1. COMO OS DADOS PESSOAIS CHEGAM ATÉ VOCÊ? OS DADOS CHEGAM OBRIGATORIAMENTE POR MEIO DE CARTA DA INSTITUIÇÃO PARCEIRA DIRECIONADAS A DIRETORIA DO SEBRAE/AP, PARA FORMALIZAÇÃO DO INSTRUMENTO DE CONVÊNIO."
28861,"FORMATAÇÃO E DESCARTE DE EQUIPAMENTOS;COLETA: OS DADOS, INCLUSIVE OS PESSOAIS, PRESENTES NOS EQUIPAMENTOS PODEM TER SIDO COLETADOS EM VARIADAS FONTES;"
9145,"FORMATAÇÃO E DESCARTE DE EQUIPAMENTOS;COLETA: OS DADOS, INCLUSIVE OS PESSOAIS, PRESENTES NOS EQUIPAMENTOS PODEM TER SIDO COLETADOS EM VARIADAS FONTES;"
19843,"FORMULÁRIO  DE INSCRIÇÕES;OS DADOS CHEGAM ATRAVÉS DOS CLIENTE QUE COMPARECEM PESSOALMENTE E DEIXAM AS INFORMAÇÕES, ELAS SÃO IMPORTANTES PARA LANÇAMENTOS E CONSOLIDAÇÕES DE ATENDIMENTO NOS SISTEMAS. O ACESSO AOS DADOS ESTÃO DISPONÍVEIS PARA OS FUNCIONÁRIOS NA UNIDADE REGIONAL E O CREDENCIADO PODE TER ACESSO A ALGUM DESSES DADOS. OS SISTEMAS UTILIZADOS PARA ARMAZENAMENTO SÃO O SAS E O CRM."
3772,"FORMULÁRIOS DE DIREITO E USO DE IMAGEM;- OS DADOS SAO FORNECIDOR PELO TITULAR, OU PELA AGENCIA QUE CONTRATA O TITULAR."
7732,"FORNECIMENTO DE CESTA DE NATAL PARA TERCEIRIZADOS;A UGP REALIZA A ENTREGA DE UMA CESTA DE NATAL PARA TODOS OS TERCEIRIZADOS E RECEBE UMA LISTAGEM COM O NOME COMPLETO DESSES TERCEIRIZADOS, ENVIADA POR E-MAIL PELA REGIONAL EM QUE ESTE ESTEJA LOTADO. NA SEDE EM BELO HORIZONTE HÁ UMA LISTA DE RECEBIMENTO COM NOME COMPLETO, QUE O TERCEIRIZADO DEVE ASSINAR NA ENTREGA DA CESTA. A LISTA FÍSICA APÓS ASSINADA É SCANIADA E GUARDADA ELETRONICAMENTE NA PASTA DO PROGRAMA QUALIDADE DE VIDA  DO ANO DE REFERENCIA. APÓS A GRAVAÇÃO A LISTA FISICA É TRITURADA E DESCARTADA. A LISTA DA REGIONAL É TRATADA APENAS ELETRONICAMENTE NA MESMA PASTAS, NÃO HÁ IMPRESSÃO DA LISTA."
28862,FORNECIMENTO DE EQUIPAMENTO AOS COLABORADORES;COLETA: OS DADOS PESSOAIS SÃO COLETADOS DIRETAMENTE COM O TITULAR.
9144,FORNECIMENTO DE EQUIPAMENTO AOS COLABORADORES;COLETA: OS DADOS PESSOAIS SÃO COLETADOS DIRETAMENTE COM O TITULAR.
8924,"FUNDO DE AMPARO A PEQUENOS NEGÓCIO;O PROCESSO DO FAMPE SE CONSTITUI DE DUAS ETAPAS: A PRIMEIRA PELA A CONCESSÃO DA GARANTIA JUNTO À INSTITUIÇÃO FINANCEIRA, E A SEGUNDA PELO PAGAMENTO DAS HONRAS."
16030,FUNDO FIXO;1 - A ÁREA  RECEBE A SOLICITAÇÃO DE REEMBOLSO;
67,FUNDO FIXO;1 - A ÁREA  RECEBE A SOLICITAÇÃO DE REEMBOLSO;
71,FUNDO FIXO;1 - A ÁREA  RECEBE A SOLICITAÇÃO DE REEMBOLSO;
8853,FUNDO FIXO;1 - A ÁREA  RECEBE A SOLICITAÇÃO DE REEMBOLSO;
16029,FUNDO FIXO;1 - A ÁREA  RECEBE RECIBOS/NOTAS FISCAIS REFERENTES A PRODUTOS/SERVIÇOS PRESTADOS POR MEI;
8698,FUNDO FIXO;1 - A ÁREA  RECEBE RECIBOS/NOTAS FISCAIS REFERENTES A PRODUTOS/SERVIÇOS PRESTADOS POR MEI;
10294,GARANTIR QUALIDADE DA INFORMAÇÃO/DADOS - ENVIO DE CONTABILIZAÇÕES DE ATENDIMENTO PARA O NACIONAL;NESTE PROCESSO ENVIAMOS TODAS AS INFORMAÇÕES NECESSÁRIAS PARA O SEBRAE/NA DE FORMA A COMPROVAR E PRESTAR CONTAS DOS ATENDIMENTOS FEITOS PELO SEBRAE/PR DE ACORDO COM AS REGRAS ESTABELECIDAS PELO SEBRAE/NA. OS DADOS SÃO ENVIADOS ATRAVÉS DE SERVIÇOS DISPONIBILIZADOS PELO SEBRAE/NA.
23826,"GARANTIR SUCESSO DO CLIENTE PÓS CONSUMO;COLETA: DIRETA DO INDIVIDUO, FORMULÁRIOS ONLINE, INTERAÇÕES VIA TELEFONE E E-MAIL, VIA CADASTRO RFB."
14246,"GC | ROPA 2024 | PARECER TÉCNICO;OS DADOS PESSOAIS PODEM CHEGAR A GC ATRAVÉS DE PROCESSOS ADMINISTRATIVOS OU JUDICIAIS. ALGUNS DADOS SÃO IMPORTANTES PARA A EMISSÃO DE POSICIONAMENTOS ADMINISTRATIVOS OU PARA A INSTRUÇÃO DE PROCESSOS JUDICIAIS. NA GC QUEM ACESSA ESTES PROCESSOS SÃO DOIS ANALISTAS (FLÁVIA VANESSA HUCK OLIVEIRA E WANDERLEY SOARES DANTAS). OCORRE QUE ATÉ OS PROCESSOS CHEGAREM A GC, PODEM TRAMITAR POR OUTRAS UNIDADES, E PASSAR POR PESSOAS DIVERSAS (FUNCIONÁRIOS, PRESTADORES DE SERVIÇOS, ESTAGIÁRIOS E ETC). ÓRGÃOS DE CONTROLE/FISCALIZADORES E ÓRGÃOS JUDICIAIS (TCU/CGU/AGU/MP/TRIBUNAIS/STJ/STF) PODEM TER ACESSO A ESTES DADOS PROCESSUAIS DO SEBRAE/AC, QUANDO REQUISITADOS. NA ESFERA ADMINISTRATIVA, OS PROCESSOS TRAMITAVAM PELO SISTEMA ELETRÔNICO DOCFLOW. NA ESFERA JUDICIAL PELOS SISTEMAS ELETRÔNICOS ESPECÍFICOS DE CADA ÓRGÃO JUDICIAL OU DE CONTROLE."
28793,"GERAÇÃO DE LEADS - EDUCAÇÃO;COLETA: OS DADOS SÃO COLETADOS DIRETAMENTE DOS TITULARES, POR MEIO DE UMA LANDING PAGE."
8044,"GERAÇÃO DE LEADS - EDUCAÇÃO;COLETA: OS DADOS SÃO COLETADOS DIRETAMENTE DOS TITULARES, POR MEIO DE UMA LANDING PAGE."
20881,GERAÇÃO DE RELATÓRIOS;COLETA: USUALMENTE OS DADOS SÃO COLETADOS A PARTIR DAS BASES DE DADOS DOS SISTEMAS CORPORATIVOS OU ATRAVÉS DAS BASES DISPONIBILIZADAS PELO NACIONAL (DATAHUB)
2811,"GERAÇÃO, MOVIMENTAÇÃO E BAIXA DE BOLETOS;1 - A ÁREA ACESSA O CÉREBRO PARA VERIFICAR SE EXISTEM LANÇAMENTOS A SEREM ENVIADO PARA O RM;"
16032,"GERAÇÃO, MOVIMENTAÇÃO E BAIXA DE BOLETOS;1 - É FEITO O LANÇAMENTO DA VENDA E/OU ACORDO DE DÍVIDA E, GERA O(S) BOLETO(S) DEVIDOS NO SISTEMA RM, CONFORME SOLICITAÇÃO DA UNIDADE/ESCRITÓRIO RESPONSÁVEL."
9037,"GERAÇÃO, MOVIMENTAÇÃO E BAIXA DE BOLETOS;1 - É FEITO O LANÇAMENTO DA VENDA E/OU ACORDO DE DÍVIDA E, GERA O(S) BOLETO(S) DEVIDOS NO SISTEMA RM, CONFORME SOLICITAÇÃO DA UNIDADE/ESCRITÓRIO RESPONSÁVEL."
193,"GERAÇÃO, MOVIMENTAÇÃO E BAIXA DE BOLETOS;1 - O POOL DO SAS REALIZA O LANÇAMENTO DA VENDA E/OU ACORDO DE DÍVIDA E, GERA O(S) BOLETO(S) DEVIDOS NO SISTEMA RM, CONFORME SOLICITAÇÃO DA UNIDADE/ESCRITÓRIO RESPONSÁVEL."
23827,GERAR RELATÓRIO ANALITICOS PARA EMBSAR A TOMADA DE DECISÃO;COLETA: DADOS SÃO EXTRAÍDOS DE BASES INTERNAS.
10274,GERAR RELEASE JORNALÍSTICO QUE SERÁ VEICULADO NA IMPRENSA ASSESSORIA DE IMPRENSA;GERAR RELEASE JORNALÍSTICO QUE SERÁ VEICULADO NA IMPRENSA ASSESSORIA DE IMPRENSA
23828,GERENCIAMENTO BENEFLEX;COLETA: DADOS COLETADOS DOS COLABORADORES NO MOMENTO DA ADESÃO AO BENEFÍCIO.
11381,"GERENCIAMENTO DE BOLETOS;É ENCAMINHADO AO CONTAS A RECEBER O CONTRATO DE PRESTAÇÃO DE SERVIÇO ASSINADO PELO CLIENTE CONTENDO O OBJETO DO SERVIÇO E O CRONOGRAMA FINANCEIRO DE PAGAMENTO. REGISTRAMOS OS DADOS NO RM TOTVS E EMITIMOS OS BOLETOS. ESTES SÃO ENCAMINHADOS AO COLABORADOR RESPONSÁVEL PELA VENDA, QUE ENCAMINHA/ENTREGA AO CLIENTE."
2824,"GERENCIAMENTO DE CONTRATOS;1 - A ÁREA RECEBE DEMANDA DO GESTOR DO CONTRATO PARA EFETUAR ADITIVO, DISTRATO, CONTRATO DOS CONTRATOS VIGENTES;"
16033,GERENCIAMENTO DE CONTRATOS;1 - A ÁREA RECEBE OS DADOS PARA REALIZAR O GERENCIAMENTO DOS CONTRATOS VIGENTES;                                                                       2 - A ÁREA REALIZA OS TRAMITES NECESSÁRIOS DE ACORDO COM A DEMANDA INICIAL;
170,GERENCIAMENTO DE CONTRATOS;1 - A ÁREA RECEBE OS DADOS PARA REALIZAR O GERENCIAMENTO DOS CONTRATOS VIGENTES;                                                                       2 - A ÁREA REALIZA OS TRAMITES NECESSÁRIOS DE ACORDO COM A DEMANDA INICIAL;
9160,GERENCIAMENTO DE CONTRATOS;1 - A ÁREA RECEBE OS DADOS PARA REALIZAR O GERENCIAMENTO DOS CONTRATOS VIGENTES;                                                                       2 - A ÁREA REALIZA OS TRAMITES NECESSÁRIOS DE ACORDO COM A DEMANDA INICIAL;
